HIP,RA_J2000,DE_J2000,Plx,pmRA,pmDE,Vmag,B-V
16008,3.4357686,12.481788,13.68,-75.75,-32.47,8.46,0.584
16050,3.445306133,6.659718,5.72,-19.02,-31.76,9.62,0.402
16066,3.4489702,3.464541,3.4,22.15,-40.68,8.68,1.026
16072,3.449936933,23.77665,6.99,262.7,-342.88,10.81,0.544
16077,3.450894133,18.756554,7.78,35.7,2.41,6.54,0.188
16083,3.4528202,9.73268,14.68,53.61,-38.12,3.73,-0.082
16095,3.455188267,12.735289,9.58,11.44,-7.54,6.29,-0.025
16096,3.455853667,9.256145,3.83,-2.33,-10.23,9.82,0.551
16108,3.458875867,5.870437,3.89,9.91,-41.96,7.19,1.266
16109,3.458897467,19.187133,5.64,-56.75,-67.2,9.17,0.624
16116,3.460443067,7.750471,8.07,23.74,-7,7.6,0.412
16117,3.460585333,16.662985,2.74,29.13,1.05,8.08,0.257
16119,3.460948067,22.897808,2.64,7.86,-32.32,10.97,0.732
16120,3.461073,8.765202,4.22,38.22,-34.8,7.8,0.321
16122,3.461139267,4.989303,8.41,9.15,-24.48,10.6,0.577
16132,3.463774667,24.182753,3.73,-10.06,-18.49,7.85,1.09
16133,3.464227667,20.92516,3.9,7.3,-28.79,7.85,1.129
16136,3.4653624,18.882333,14.32,13.54,-61.28,8.46,0.568
16143,3.467055133,20.464261,4.96,2.61,-4.73,6.72,0.471
16144,3.467311733,22.023077,24.37,341.88,-321.48,11.41,1.411
16150,3.4690128,17.162702,13.38,18.66,-7,11.76,NA
16152,3.469207867,17.167525,6.16,35.76,-30.95,8.33,0.384
16155,3.469706733,4.15209,10.17,50.55,-33.25,8.69,0.533
16158,3.470287333,7.30222,13.46,-16.44,-83.87,8,0.611
16174,3.4729304,22.059076,7.38,12.38,-4.3,8.59,1.054
16176,3.472991267,16.081299,8.77,3.64,-12.41,11.14,0.716
16178,3.473451533,5.985873,2.43,5.6,-3.98,9.68,0.569
16181,3.474046467,22.804006,14.44,0.02,-111.4,6.03,0.951
16193,3.476761467,11.390529,8.69,-5.43,-32.13,6.74,0.965
16201,3.4786206,4.357108,6.59,5.58,-11.46,7.68,0.185
16205,3.4800458,20.624079,4.12,7.3,-10.36,7.33,-0.067
16219,3.4825276,5.141871,5.27,-4.41,-14.44,9.12,0.523
16221,3.48292,14.996787,4.16,21.02,-18.63,7.38,0.036
16224,3.483619867,11.738502,6.85,-6.73,-0.76,9.45,0.441
16241,3.488774267,16.198359,8.91,23.32,-39.84,8.33,0.465
16246,3.489492667,15.232547,7.59,-26.12,-14.24,9.24,0.463
16250,3.490357733,10.900387,3.6,13.31,-44.04,10.74,0.584
16255,3.491162,9.690803,8.74,-18.56,-33.14,10.53,0.744
16268,3.4951576,16.762335,4.81,23.87,-16.28,7.05,-0.052
16269,3.495921267,5.800381,5.14,2.95,-14.47,8.52,0.478
16271,3.496427733,18.738374,8.65,-8.15,-48.09,9.01,0.47
16273,3.496958467,13.415006,2.83,4.43,1.48,10.65,0.7
16295,3.501487067,24.190408,3.42,-5.86,-13.29,8.2,0.399
16296,3.501653133,11.387526,5.68,10.33,-13,9,0.487
16304,3.503212933,14.252724,7.74,3.2,-9.94,9.27,0.47
16305,3.5035222,24.486857,1.22,-3.5,-2.87,9.51,1.081
16314,3.504257667,12.901794,6.14,-32.67,-45.33,8.24,1.016
16322,3.506796933,11.336442,7.82,-11.71,-16.08,5.14,-0.041
16325,3.507325467,10.458766,2.81,1.94,-21.35,7,1.458
16329,3.508452467,20.103263,21.61,155.02,-63.38,8.29,0.739
16338,3.5101688,11.867425,3.44,0.24,-13.07,9.64,0.464
16342,3.510363267,8.574756,6.95,24.53,-21.26,9.72,0.608
16346,3.5107224,3.916507,4.38,45.49,67.24,9.92,0.469
16356,3.512427333,5.513077,4.14,5.95,-3.62,7.69,0.201
16358,3.512616667,6.188703,6.31,42.38,-16.79,5.93,0.953
16359,3.512621733,14.296161,11.14,34.39,28.18,8.67,0.636
16362,3.5130596,5.367028,5.3,80.03,-8.41,7.03,0.95
16363,3.513239267,5.152625,6.93,-20.02,-16.02,7.34,0.436
16369,3.514549533,12.936678,9.05,18.94,-1.55,4.14,1.112
16372,3.514843933,8.368522,3.76,19.4,-5.64,8.49,1.626
16374,3.515583467,18.799418,10.83,131.32,-70.85,8.12,0.58
16380,3.517068133,7.198308,2.95,-14.43,-14.85,7.61,1.267
16393,3.518411467,15.736097,6.5,-3.56,-5.96,10.32,0.563
16399,3.519284467,13.575851,11.11,4.91,-106.95,8.77,0.504
16401,3.520403,19.783518,8.75,35.04,36.64,8,0.483
16405,3.520950933,20.768072,20.04,-112.36,-196.42,8.08,0.68
16414,3.522534,17.938176,2.51,-14.19,-0.05,6.79,1.545
16416,3.5234602,17.811329,1.5,14.84,-16.04,8.19,1.259
16423,3.524539667,21.821909,8.44,24.13,-49.19,8.88,0.391
16428,3.525321867,22.505805,4.82,-0.58,-8.63,9.49,0.302
16440,3.528453667,23.649545,9.52,55.49,40.92,8.07,0.476
16441,3.528832,18.800125,3.71,-13.74,-11.55,8.16,0.131
16445,3.529760533,14.321593,41.67,37.91,-674.56,12.26,1.55
16464,3.5344572,7.566324,5.35,-13.35,-10.79,7.66,0.937
16469,3.5350616,16.728003,8.08,30.96,-69.91,8.6,0.512
16478,3.5366506,11.542426,6.23,31.18,-40.99,6.79,0.035
16479,3.536678,3.876859,13.59,46.33,-79.44,8.3,0.418
16488,3.5387026,4.650128,8.36,134.47,-49.81,9.61,0.682
16497,3.5404534,12.363486,6.65,21.21,-7.88,8.33,0.334
16504,3.540875,10.738183,10.21,64.49,67.21,8.51,0.531
16505,3.5408792,20.175484,3.52,-6.53,-15.99,8.42,1.672
16511,3.5433192,9.373438,9.18,32.55,-49.15,5.76,-0.072
16512,3.5435328,17.26897,3.17,3.44,-43.37,9.8,0.446
16529,3.547243933,23.692185,22.78,160.99,-40.55,8.88,0.844
16530,3.547521467,5.254597,5.62,27.41,-26.49,7.33,0.965
16532,3.5482338,15.549809,10.98,28.1,58.45,8.52,0.2
16534,3.548648467,12.974552,1.06,7.97,-19.27,10.16,0.405
16538,3.5493148,16.598428,18.16,-22.39,-96.1,7.03,0.503
16541,3.550040867,6.643017,8.26,27.07,-7.65,10.1,0.701
16548,3.551473533,4.958113,17.2,121.87,20.31,11.88,1.378
16551,3.5521412,19.383256,5.57,18.01,-30.95,8.07,0.081
16560,3.553686067,7.452864,29.74,-65.97,-70.07,11.17,1.371
16568,3.555526267,15.536956,6.74,28.98,-20.59,9.1,0.523
16569,3.555554267,3.440254,0.72,13.95,0.34,10.66,0.164
16571,3.555875533,15.197997,3.13,-9.41,-17.5,9.81,0.465
16572,3.555887,13.782416,9.05,-9.89,-19.84,6.9,1.06
16593,3.559977333,14.678491,1.14,-1.07,-2.11,7.6,1.87
16598,3.560822133,17.329255,5.51,2.67,-23.71,8.49,0.577
16604,3.562249533,9.684103,2.75,-19.6,5.93,8.5,1.601
16606,3.562445733,6.926006,4.29,-7.86,-5.15,7.16,0.906
16609,3.5629118,8.29057,5.61,24.95,-25.99,8.74,0.33
16613,3.563469533,18.227789,7.17,55.07,-1.94,7.99,1.062
16615,3.563595467,10.233787,1.17,11.21,-13.68,8.7,1.879
16618,3.563692067,21.019581,0.43,6.72,-10.62,10.28,1.551
16627,3.565652667,15.625605,6.06,25.96,-36.55,9.57,0.552
16639,3.568697067,24.344449,8.11,19.64,-43.71,9.54,0.51
16641,3.568994133,17.832828,23.57,95.5,-310.56,6.14,0.891
16643,3.569097933,21.728971,6.33,-1.96,-10.13,9.22,0.347
16651,3.5704548,3.432278,5.86,-3.12,-35.62,7.51,1.133
16659,3.5722796,23.150105,4.22,-4.17,-8.2,9.76,1.15
16660,3.572719867,8.662433,4.14,4.78,-4.7,8.91,0.482
16662,3.573701867,20.374099,2.12,5.58,-7.64,8.14,1.731
16663,3.574036867,6.038027,13.89,-15.18,-17.02,10.95,1.15
16664,3.574062467,24.464393,6.28,2.7,-33.96,5.95,0.123
16668,3.575083467,22.759424,4.83,15.96,-15.7,8.22,1.249
16671,3.5759374,14.175846,7.34,-46.86,15.02,8.79,0.615
16674,3.576372667,18.873872,7.98,22.7,-35.39,9.24,0.71
16689,3.5785708,6.843291,9.24,18.57,-50.69,9.58,0.681
16695,3.5803004,6.417691,7.43,-23.43,-17.03,6.49,0.642
16701,3.582371533,19.810139,1.71,24.46,-19.08,8.7,1.744
16703,3.5826234,21.01763,2.68,4.02,-12.06,8.6,1.429
16706,3.5829292,17.710568,2.54,67.34,-41.49,9.85,0.7
16707,3.582915067,19.312783,5.25,32.75,-24.2,9.18,0.434
16715,3.584293533,11.04584,6.67,-16.26,-11.46,7.99,0.561
16723,3.586155,5.714012,16.71,7.55,-34.75,7.48,0.515
16737,3.588436533,18.903079,2.26,5.9,-41.23,7.57,1.73
16738,3.588687333,11.396758,7.61,176.85,0.25,8.29,0.575
16739,3.588669133,5.725289,16.1,8.07,-37.04,12.16,1.288
16748,3.591140667,14.174846,11.04,-39.08,-78.47,9.87,0.58
16753,3.592137667,22.823588,9.98,23.92,-44.12,9.86,0.54
16760,3.594157,12.039623,17.14,67.64,-340.47,10.49,0.93
16778,3.598753933,9.565932,2.5,-6.97,-49.13,11.4,1.106
16784,3.599996533,23.914125,3.8,3.64,-6.84,9.02,1.337
16786,3.6000954,8.760196,22.94,25.99,23.86,12.45,1.444
16788,3.600882667,16.467408,22.25,-284.52,-276.33,7.65,0.58
16796,3.603254333,8.886457,4.51,11.43,-9.16,7.6,1.453
16802,3.604631067,17.81207,5.41,7.43,-4.2,8.6,0.321
16808,3.605963,19.559316,5.68,9.77,-26.1,8.36,0.274
16811,3.606455867,18.36199,3.15,20.6,0.92,8.73,1.088
16813,3.606762,20.067612,10.69,95.66,-50.3,7.47,0.502
16822,3.607592267,12.007195,4.35,2.1,-49.01,8.41,1.19
16824,3.608001933,23.797292,15.66,53,-103.72,8.62,0.669
16828,3.6083992,21.780203,2.79,-0.62,6.01,8.89,1.054
16830,3.608565667,10.185406,5.92,-14.95,-29.57,9.26,0.577
16831,3.608602867,16.678285,3.98,-3.76,-24.09,9.47,0.343
16838,3.611939733,12.474373,2.88,3.48,-13.72,8.93,1.814
16841,3.6124746,13.291833,2.45,5.97,-9.93,8.45,0.393
16845,3.613065667,4.474364,2.51,19.73,-4.53,8.75,0.402
16859,3.616118,23.211069,7.46,-15.42,-18.36,6.72,0.123
16865,3.617354867,15.822426,0.17,-5.19,6.31,10.11,1.19
16891,3.622412467,15.095407,14.67,-20.8,-61.89,8.24,0.534
16896,3.622969133,18.596885,11.73,142.33,-4.15,8.73,0.518
16908,3.626381667,21.343174,25.23,141.55,-27.39,9.35,0.917
16909,3.626486667,6.380324,1.87,-0.24,-5.78,10.05,1.348
16918,3.629106333,7.27178,4.03,17.17,-8.37,9.16,0.436
16924,3.629953333,15.430552,13.52,22.43,-29.51,6.4,0.167
16925,3.630527467,4.145467,4.22,18.6,14.8,7.22,0.368
16930,3.631240667,5.64132,15.37,-30.72,16.99,7.78,0.574
16934,3.6319362,9.932835,2.22,21.02,-20.45,7.92,1.815
16944,3.634182267,18.480995,6.73,-26.25,-1.09,9.91,0.5
16950,3.634688933,20.233853,6.62,68.27,-45.28,9.45,0.756
16961,3.636371467,19.360414,8.17,20.4,-18.02,7.72,0.384
16979,3.639605133,22.499683,5.86,20.33,-43.05,10.09,0.634
16985,3.640659467,15.149635,6.85,3.65,-57.55,7.35,1.164
16991,3.642210467,13.605963,13.11,-80.83,-84.18,8.93,0.575
17000,3.644644533,22.659612,7.88,19.34,-45.29,6.71,-0.001
17009,3.6469626,20.392446,4.12,-1.64,-15.24,9.34,0.479
17021,3.649259467,4.767373,6.32,9.44,-4.78,9.88,0.363
17026,3.650016667,20.915765,6.6,-4.67,-34.27,6.5,0.151
17031,3.651199467,13.682969,5.04,43.62,3.42,9.27,0.541
17032,3.651238067,9.652843,16.71,8.72,-31.46,9.07,0.7
17038,3.652269733,9.143687,5.66,14.46,-35.76,7.76,0.194
17040,3.653017333,11.08996,0.41,15.58,-4.69,10.37,0.79
17043,3.6536674,21.843252,7.78,21.89,-41.6,7.27,0.068
17044,3.653742533,24.466521,8.85,20.2,-45.09,10.4,0.616
17049,3.654737,13.891495,14.68,12.57,-99.41,6.67,0.92
17058,3.6571534,16.536685,8.09,40.42,-33.28,6.18,1
17059,3.657260933,9.065168,7.38,56.58,-2.1,8.79,0.529
17065,3.65789,12.815187,6.8,15.1,-9.04,9.67,0.565
17066,3.657936333,6.736597,6.2,68.78,-2.92,9.3,0.823
17068,3.6582424,14.482431,4.67,-3.11,-34.25,9.9,1.245
17070,3.658517267,3.792797,0.97,10.06,9.87,9.86,0.527
17076,3.6593328,18.384913,27.18,188.2,-193.16,8.24,0.81
17084,3.660459867,12.654721,1.94,23.48,-11.2,10.02,0.456
17091,3.661437867,23.290875,9.97,23.15,-46.14,9.94,0.608
17121,3.666752333,16.36019,4.64,-11.21,-0.87,8.37,0.136
17128,3.6686646,4.630341,2.47,132.5,2.18,10.04,0.643
17133,3.6694334,13.19873,6.72,23.96,-27.05,10.08,0.693
17141,3.670899867,8.081384,1.05,-1.35,1.09,8.72,1.386
17142,3.671021667,7.585276,9.52,-58.78,-42.32,7.45,0.309
17148,3.6726564,21.40574,11.88,-31.62,6.78,7.16,0.311
17149,3.672711067,11.731671,7.55,46.21,40.97,9.48,0.771
17155,3.6744562,5.125872,3.34,7.62,-8.9,6.61,1.306
17158,3.674854,5.129949,0.98,-58.59,11.95,9.73,0.58
17174,3.678055067,18.100595,13.23,-83.83,-64.7,9.19,0.737
17185,3.680355133,6.104565,8.87,12.53,-1.22,12.27,0.683
17206,3.686072,4.185805,0.41,3.19,-2.23,8.45,1.069
17207,3.6862562,3.611378,39.87,-41.66,-236.97,9.61,1.36
17215,3.6873584,10.657284,7.66,7.38,-2.81,10.23,0.559
17225,3.689713333,23.486938,9.21,22.49,-44.32,9.17,0.437
17232,3.690505333,14.888624,8.99,13,-7.57,9.66,0.489
17234,3.690652,19.388583,4.39,-10.21,-5.33,8.09,0.148
17235,3.691187933,12.607919,15.26,45.86,-79.67,8.1,0.526
17238,3.691569133,13.523372,10.51,23,-92.82,9.21,0.635
17240,3.6922558,10.081773,6.29,-15.23,-19.59,7.25,1.228
17244,3.693106867,9.330375,4.74,25.89,-8.68,10.84,0.575
17259,3.6969624,7.317997,4.79,-6.84,-11.97,8.18,0.761
17281,3.700457533,14.922172,6.1,-2.26,-2.94,9.47,0.615
17282,3.700523533,18.205709,3.92,-4.24,-2.13,10.17,0.789
17289,3.701311867,22.858564,7.29,19.7,-41.66,9.17,0.463
17291,3.701794,16.956028,0.39,9.41,1.01,8.91,NA
17300,3.703433933,14.792905,4.19,23.52,26.06,8.23,1.73
17301,3.703521,10.739793,4.66,11.78,-40.39,10.74,0.584
17305,3.704422,22.786456,18.79,21.57,-75.5,7.4,0.428
17309,3.705263467,19.700254,7.97,5.82,-13.24,5.68,-0.016
17312,3.705731133,7.552168,4.31,1.45,-1.84,7.71,1.117
17316,3.7066658,21.473491,6.28,24.13,-47.88,9.85,0.55
17317,3.7066734,22.421138,6.66,19.29,-44.43,10.4,0.7
17318,3.7071494,15.815328,5.84,15.07,-21.2,9.32,0.283
17325,3.7082968,20.14999,8.53,19.99,-45.06,8.42,0.329
17330,3.709582667,4.139647,7.29,-19.08,9.19,9.68,0.458
17332,3.709741333,6.986693,12.62,178.93,-99.71,10.9,0.9
17336,3.7102456,17.293495,38.75,-128.77,28.38,7.07,0.659
17337,3.710348467,8.634604,7.07,-29.76,-28.75,7.05,0.273
17340,3.7114324,21.281657,8.02,2.54,4.07,7.91,0.624
17348,3.7127536,7.902952,8.62,32.79,-18.25,7.74,-0.2
17353,3.714350733,4.122415,4.22,-22.11,-7.91,8.44,0.402
17354,3.714472133,11.960406,8.68,-16.71,1.3,8.48,0.442
17379,3.721695533,12.793943,2.71,4.84,-12.41,9.11,1.541
17380,3.721850733,8.508244,3.17,9.63,6.52,9.66,0.503
17401,3.728204133,23.64915,9.48,20.36,-45.1,7.93,0.347
17405,3.729235867,16.667261,61.4,158.99,-313.21,10.83,1.47
17408,3.729781467,19.665032,9.39,115.75,-56.56,6.13,0.994
17413,3.7312162,16.022059,7.58,21.45,-85.86,8.58,0.441
17414,3.731267333,16.67202,58.09,155.18,-319.87,9.99,1.42
17421,3.7324224,18.896135,8.07,15.34,-22.13,9.9,0.606
17426,3.733355267,14.620438,8.06,9.32,-25.45,8.61,0.57
17435,3.734975067,5.055562,4.2,60.03,6.73,9.34,0.384
17444,3.7371764,9.696823,1.31,3.67,-8.7,9.38,1
17453,3.741167667,20.928737,13.39,26.61,-13.8,6.09,0.028
17466,3.742876067,17.747344,4.26,-13.51,-19.83,9.23,0.396
17469,3.743292067,11.137678,7.19,14.41,8.64,8.66,0.519
17472,3.744322,10.177943,20.41,170.32,-231.35,8.62,0.66
17480,3.745518933,13.989451,6.03,21.84,-15.98,9.81,0.634
17481,3.745792533,20.748003,10.1,16.68,-44.35,8.7,0.394
17489,3.746726533,24.28947,9.75,20.73,-44,5.45,-0.034
17496,3.747535067,11.92,45.87,315.63,126.16,9.13,1.179
17497,3.7475658,23.268923,9.76,22.71,-43.67,8.98,0.403
17499,3.747927,24.113339,8.8,21.55,-44.92,3.72,-0.105
17502,3.7480088,9.30738,4.22,9.05,-10.1,10.56,0.464
17503,3.748058467,19.830622,6.92,21.06,-15.44,8.47,0.574
17505,3.748912067,14.640021,6.71,30.64,-4.73,10.69,0.565
17511,3.7497006,22.032454,10,18.31,-42.76,9.49,0.489
17512,3.7497034,8.319569,8.9,30.87,-26.02,9.1,0.4
17520,3.750769667,6.636656,4.81,0.06,10.68,8.16,0.202
17531,3.753470667,24.467278,8.75,19.35,-41.63,4.3,-0.11
17537,3.754874733,4.437933,2,27.95,22.61,8.1,1.255
17552,3.758885333,21.246693,11.21,19.02,-47.65,7.75,0.179
17557,3.760000267,13.247394,5.01,-7.59,-5.8,10.1,0.736
17563,3.761234,6.049991,5.54,20.61,-15.61,5.34,-0.099
17572,3.763559867,23.147149,9.68,21.06,-44.49,6.85,0.06
17573,3.7637796,24.367749,9.06,21.09,-45.03,3.87,-0.063
17581,3.765972533,6.364146,4.03,22.89,-1.16,9.94,0.661
17586,3.7669456,18.566705,4.65,-1.52,-14.64,9.16,0.28
17589,3.7679966,21.998472,13.58,-125.75,-139.38,9.46,0.676
17591,3.7684086,10.548832,6.5,-11.06,11.06,7.59,1.059
17595,3.769267467,6.803521,9.68,-1.82,-55.42,5.91,0.992
17605,3.771144867,7.692611,6.63,102.05,-70.69,10.09,0.68
17607,3.772037867,20.879788,4.16,14.07,-42.94,11.54,0.843
17608,3.772103867,23.948358,9.08,21.17,-42.67,4.14,-0.051
17610,3.772374667,16.374132,8.23,34.69,1.63,8.09,0.359
17614,3.7737552,17.917693,2.03,13.76,-25.77,9.87,0.657
17617,3.7739594,13.5091,6.11,24.62,-27.24,6.88,0.069
17643,3.780485667,11.184102,5.99,97.51,-55.94,8.27,1.072
17645,3.780507,4.880816,2.87,4.57,4.5,8.55,0.186
17657,3.782104467,18.283961,5.41,6.1,-15.48,8.94,0.485
17658,3.782244133,9.530385,7.65,-17.79,-20.92,7.98,0.228
17668,3.783826067,8.664748,8.85,5.53,-26.3,10.89,0.591
17670,3.784326867,8.954889,8.5,-32.56,26.93,7.12,1.204
17677,3.787091067,5.439932,5.28,23.52,-18.89,9.43,0.457
17680,3.787798333,6.119208,4.31,38.69,-29.64,9.32,0.557
17684,3.788095133,23.726751,16.1,-34.04,-25.39,6.98,0.542
17692,3.789158067,23.803347,8.35,19.78,-43.97,6.99,0.03
17694,3.789693667,22.922122,9.87,19.74,-45.2,8.17,0.255
17696,3.789792933,12.449997,6.56,-15.24,-14.4,9.59,0.587
17697,3.790205067,12.508232,5.54,11.29,-20.61,8.39,1.229
17702,3.791410133,24.105137,8.87,19.35,-43.11,2.85,-0.086
17704,3.7915148,24.288344,9.05,17.84,-44.94,6.83,0.066
17708,3.792850533,16.705925,1.29,1.28,2.98,8.44,1.2
17714,3.793972067,14.086887,10.08,22.67,-3.62,8.84,0.483
17722,3.795275867,10.500686,16.06,39.93,-43.88,9.46,0.681
17726,3.795668733,14.360152,4.46,17.67,0.23,8.74,1.194
17740,3.799177733,18.663354,0.86,1.12,-16.92,9.31,0.591
17746,3.800086667,16.962506,7.46,67.95,-17.66,7.98,0.406
17752,3.8005706,7.12964,5.1,19.4,-1.58,7.87,1.083
17762,3.802597067,10.172664,5.31,39.17,16.74,9.3,0.558
17763,3.802941667,21.329068,11.94,-6.77,-13.96,7.97,0.231
17766,3.803295,7.14624,24.02,173.16,4.87,10.85,1.34
17771,3.804519133,11.143294,5.77,28.25,-29.82,5.08,-0.125
17776,3.805782333,23.42125,9.64,19.14,-46.8,5.44,-0.067
17778,3.806094,10.793061,7.09,-19.21,-118.44,7.93,0.765
17779,3.8062202,8.580379,7.65,92.26,-17.14,7.4,1.107
17791,3.8083598,24.345524,6.9,17.7,-43.2,6.96,0.128
17792,3.808546533,9.645948,4.61,72.36,10.28,6.68,1.2
17794,3.809148933,15.201997,28.41,95.08,-89.59,9.45,1.08
17803,3.8107956,21.056622,14.91,105.89,-179.26,10.56,1.11
17804,3.8108036,15.505355,5.1,-8.41,-10.09,8.17,0.22
17817,3.812672267,6.300718,2.03,0.68,-25.77,10.88,1.325
17826,3.814323467,11.708798,6.97,-12.69,-6.29,8.2,0.4
17828,3.815197267,22.799207,5.27,6.48,-5.79,8.12,0.05
17830,3.8156094,16.459486,14.94,-47.38,-103.84,7.22,0.432
17832,3.815816933,23.857135,13.44,46.92,-56.45,6.47,0.377
17836,3.816133533,14.975641,0.56,8.6,-27.04,8.51,0.689
17837,3.816722533,21.342187,10.02,-11.79,0.59,8.11,0.528
17847,3.819372933,24.053415,8.57,17.77,-44.7,3.62,-0.07
17851,3.819782267,24.136712,8.42,18.71,-46.74,5.05,-0.082
17862,3.822708267,24.380956,8.02,18.34,-44.53,6.62,-0.027
17864,3.8231438,15.074952,1.93,-0.23,-8.48,9.06,1.082
17873,3.824168067,11.144368,8.73,-24.87,-33.31,7.64,0.729
17876,3.824317067,12.908965,0.03,-39.25,50.04,10.74,0.765
17878,3.824380467,12.912177,11.3,-34.22,42.34,9.64,0.682
17883,3.8251782,8.467016,2.95,-0.08,-10.77,8.27,1.061
17892,3.8272722,22.533483,10.12,17.8,-45,7.01,0.033
17899,3.828579933,10.5592,6.21,-8.61,-7.3,7.52,0.921
17900,3.8287584,23.711855,8.58,16.5,-44.53,6.17,-0.046
17904,3.828952,11.446532,3.86,10.91,-2.39,8.07,1.273
17907,3.829581733,9.407495,6.84,25.82,-24.4,6.77,-0.026
17908,3.829772933,9.87793,5.51,13.06,-44.31,7.8,1.31
17909,3.8298496,21.160041,2.71,13.83,-16.12,8.48,1.713
17916,3.8312782,4.091464,9.73,-128.56,-25.79,9.87,0.658
17920,3.831910867,19.56635,3.47,-8.66,-18.68,8.62,1.03
17921,3.831964733,22.244151,10.14,23.88,-45.9,6.05,-0.006
17923,3.832793067,23.848696,6.3,18.74,-44.35,6.73,0.063
17928,3.834294867,22.591635,26.91,155.06,-63.56,7.29,0.538
17935,3.835523267,9.924544,3.25,-9.48,-12.01,8.22,0.526
17936,3.835802,6.620688,30.74,59.66,-40.52,7.72,0.684
17944,3.837004733,16.000352,10.22,33.95,-0.93,8.55,0.41
17960,3.8397134,17.476366,21.5,114.24,-252.31,7.5,0.653
17961,3.839877733,19.254348,2.65,7.53,-4.68,8.53,0.471
17962,3.840269067,17.246506,21.37,130.19,-23.3,9.46,0.782
17983,3.843780467,17.776638,6.11,-4.43,-15.51,9.12,0.479
17995,3.8461816,8.447752,7.51,68.39,-37.33,8.04,0.525
17999,3.8478964,23.96147,9.83,16.8,-45.76,6.95,0.078
18001,3.848498133,7.163839,4.14,9.81,-9.59,8.68,1.146
18018,3.850864933,23.903655,24.72,150.93,-46.61,10.17,1.16
18025,3.852244933,20.552931,1.13,12.14,-8.97,10.74,0.685
18026,3.852501467,5.166391,6.44,7.65,-17.13,9.1,0.387
18033,3.854408267,13.046078,7.36,20.62,-22.18,6.3,-0.058
18049,3.857500667,12.07172,4.11,43.75,6.54,9.09,0.512
18058,3.8598312,5.938759,5.71,23.99,12.95,11.82,1.036
18059,3.860172933,22.031355,8.64,16.16,-30.54,6.71,1.12
18063,3.860716933,10.843438,2.64,-3.5,-4,8.27,0.173
18076,3.864151333,9.104258,5.06,-23.72,17.01,11.72,1.194
18089,3.866730267,6.534907,4.63,7.6,-2.8,5.66,0.046
18091,3.866890467,19.596858,7.71,13.35,-46.2,10.5,0.635
18096,3.868058067,18.134833,11.19,69.95,-23.15,9.35,0.612
18097,3.868221667,22.671628,37.25,207,-340.95,7.57,0.684
18110,3.8718498,18.917605,4.75,27.48,-27.78,8.26,0.151
18116,3.8730796,18.597726,5.49,-23.11,-31.45,7.94,0.21
18117,3.873544533,12.378796,6.55,6.37,-16.6,9.88,0.578
18145,3.879757133,13.946817,4.69,4.45,5.03,8.97,1.309
18146,3.879818667,9.978739,8.77,40.23,-9.78,8.23,0.385
18158,3.8820834,14.382625,8.58,2.72,3.51,7.92,1.058
18165,3.883785267,20.208014,3.17,-11.27,-9.23,8.97,1.473
18170,3.886124,17.327083,24.14,143.97,-29.93,5.97,0.354
18174,3.886999333,7.770497,12.75,59.26,-98.2,7.47,0.515
18176,3.887194,15.58482,8.81,-28.19,-20.01,9.23,0.555
18181,3.8892134,23.123611,3.68,7.69,5.12,8.29,1.54
18197,3.892410933,4.050818,2.93,-2.75,-3.62,10.79,0.506
18220,3.895927533,13.505013,9.72,65.2,-7.31,8.25,0.498
18222,3.896025067,16.930722,6.26,-6.27,14.45,8.27,1.068
18224,3.8965236,6.860566,4.01,6,14.95,9.22,1.024
18227,3.8968292,16.08885,5.17,1.55,-13.44,8.95,0.516
18228,3.896878467,15.184481,4.94,24.01,-7.82,8.53,1.177
18234,3.899355067,4.900212,5.29,19.39,-11.99,10.17,0.471
18244,3.902086667,21.135029,8.69,7.82,-13.03,11.16,0.547
18252,3.903941933,9.248208,4.1,2.54,-9.43,8.72,1.004
18253,3.904445,8.55867,24.61,238.12,-67.02,11.94,1.46
18263,3.9070114,24.360077,6.64,20.29,-48.98,10.94,0.714
18264,3.9075272,5.191124,4.08,17.32,-18.34,8.93,0.323
18265,3.9075642,5.174611,7.17,9.91,-24.38,7.44,0.409
18266,3.907731333,21.389759,10.26,19.84,-41.69,10.96,0.737
18267,3.907787,16.616054,48.36,217.11,-165.59,6.81,0.719
18274,3.909305333,13.770891,5.95,10.37,-64,7.55,1.107
18283,3.910175533,17.343714,4.44,3.62,-9.48,8.33,0.15
18289,3.911587667,4.949771,3.57,-6.72,-4.08,8.13,0.127
18296,3.912383467,23.201588,3.25,1.35,-9.14,7.95,0.048
18297,3.912644133,9.17758,8.98,23.61,-38.45,7.42,0.069
18304,3.9135348,17.607577,8.3,-11.93,9.9,9.21,0.476
18308,3.913805533,5.583767,2.87,-15.33,-16.28,8.3,0.351
18315,3.916028133,12.906111,5.78,0.64,-6.32,9.45,0.27
18322,3.9170664,12.485588,26.49,127.58,-9.65,10.12,1.07
18326,3.918234667,18.59049,2.98,10.52,-11.2,7.82,0.692
18327,3.9184728,16.998476,24.16,148.37,-25.09,8.99,0.895
18335,3.920073267,11.304498,3.24,-1.62,6.27,8.57,1.022
18341,3.921735467,10.771747,3.97,5.01,-6.95,9.35,0.52
18346,3.9220686,23.360397,8.61,69.97,-9.28,8.4,1.01
18347,3.9225458,19.380886,16,182.14,-105.11,8.88,0.608
