HIP,RA_J2000,DE_J2000,Plx,pmRA,pmDE,Vmag,B-V
18354,3.923904067,17.632653,3.84,-2.32,-4.72,7.69,1.032
18368,3.927155533,9.92902,8.4,56.53,-15.2,8.55,0.496
18385,3.9300964,4.859991,1.85,-20.32,-14.64,9.7,0.483
18393,3.932394533,4.071004,2.16,-11.18,-46.34,9.1,0.64
18405,3.935149533,20.771703,6.73,22.07,-12.81,7.88,1.008
18409,3.935804,19.228374,1.12,22.82,-15.1,8.89,1.172
18430,3.9411382,7.571268,4.75,45.22,-18.32,8.14,1.024
18431,3.941144867,23.150273,8.66,16.99,-47.06,8.34,0.269
18433,3.941313133,22.674394,21.41,174.27,-233.12,7.84,0.688
18441,3.942203667,8.511754,1.51,8.31,-22.16,8.94,1.212
18443,3.942570267,11.99819,1.72,-1.07,0.48,10.24,0.673
18449,3.943360933,6.71056,10.35,78.23,-56.14,7.85,0.352
18459,3.944368933,21.957635,6.78,42.2,-40.72,9.53,0.469
18461,3.945106667,5.836068,5.5,-19.09,-19.38,10.41,0.844
18467,3.947211333,13.36706,7.23,14.84,5.01,9.82,0.552
18471,3.947799067,22.477971,22.31,69.43,-114.82,5.62,0.345
18473,3.947979933,20.083617,5.3,0.71,-11.79,8.79,0.32
18474,3.948089867,15.536999,4.46,28.05,-8.35,8.75,0.505
18477,3.948734667,10.3142,6.6,15.51,-28.44,9.38,0.643
18481,3.950477267,6.039967,13.26,37.24,-67.99,6.09,0.058
18485,3.951057667,23.17555,6.14,8.95,-16.98,6.05,0.031
18490,3.953134933,21.32355,8.01,-6.4,-12.78,6.84,1.03
18501,3.9562852,3.527889,6.35,-2.64,-7.59,10.34,0.552
18502,3.956600733,21.553663,8.84,9.6,-43.24,8.96,0.625
18504,3.957021533,12.962699,9.64,18.05,22.81,9.56,0.557
18506,3.957072533,18.691982,1.07,12.22,-5.28,10.47,0.608
18508,3.957328133,24.461937,3.04,-5.99,-7.33,6.19,1.372
18520,3.959924133,11.49692,7.13,-0.3,-23.53,8.51,0.2
18521,3.960572667,6.873803,3.38,-0.76,-8.93,8.65,0.111
18528,3.962384533,5.738782,9.76,20.65,-29.69,7.82,0.504
18531,3.963137533,22.924395,27.72,157.34,11,8.78,NA
18539,3.9657412,9.625312,3.19,22.79,5.69,9.49,0.6
18542,3.966456533,15.628223,3.64,-7.77,-7.16,8.33,1.105
18544,3.9671374,20.676803,9.68,20.59,-49.46,9.4,0.518
18549,3.9684794,12.769416,7.28,43.31,-5.02,8.51,0.137
18550,3.968673733,5.581287,8.8,43.94,-34.08,9.03,0.464
18551,3.9702824,14.18688,7.51,0.53,-11.72,9.69,0.48
18555,3.970961867,7.605288,13.87,20.41,-3.47,7.75,0.546
18559,3.972471667,24.081125,5.08,17.54,-44.24,7.21,0.035
18564,3.974224933,11.90579,2.44,4.57,-13.15,10.26,1.58
18566,3.9748368,8.36837,3.58,-22.28,-7.72,9.16,0.061
18576,3.976448067,15.086095,7.32,3.82,-44.38,8.41,0.727
18581,3.9770406,11.027543,3.64,0.45,-21.48,7.24,1.696
18595,3.978901067,17.119018,10.93,28.82,-61.13,8.3,0.498
18599,3.979617467,9.026071,0.1,3.61,-7.19,8.47,1.712
18600,3.979652667,3.527305,1.91,10.82,-4.36,11.19,0.524
18609,3.982076867,16.903445,17.31,78.71,-144.74,8.89,0.784
18618,3.983421867,9.781687,12.85,95.92,-45.88,8.19,0.613
18620,3.984288333,23.628097,7.56,-6.37,0.75,7.36,1.067
18625,3.985950733,22.988234,15.01,-15.95,-79.55,8.7,0.556
18626,3.986872933,15.814538,2.19,-15.41,-18.21,8.9,1.776
18634,3.9888076,13.975045,7.51,-9.77,-59.6,6.77,1.178
18643,3.990526067,18.662698,8.64,32.12,-29.05,10.96,0.655
18645,3.990999333,3.78391,4.09,24.64,-5.22,8.23,1.267
18650,3.992539733,4.606712,6.91,4.11,13.47,7.97,0.332
18658,3.994581533,10.330402,25.42,133.06,-3.5,6.35,0.417
18683,4.0009918,13.190331,2.98,7.41,-13.71,10.31,0.576
18684,4.0010388,21.370305,1.09,-8.51,-11.59,9.98,0.434
18692,4.0046262,14.305905,10.93,54.46,-18.63,8.28,0.487
18696,4.0053504,23.534284,3.8,-0.91,-7.81,10.45,1.5
18700,4.0062194,10.787605,16.97,-15.67,-169.81,9.33,0.558
18709,4.007566867,5.334588,6.53,30.45,-4.39,9.29,0.562
18715,4.0090546,10.167497,7.2,9.54,-6.13,8.25,0.18
18717,4.010246667,17.29666,3.53,2.57,-30.81,6.31,0.056
18718,4.010287933,13.892212,6.06,20.65,-12.2,7.31,1.42
18719,4.010983133,20.380424,16.04,142.36,-76.67,8.66,0.705
18721,4.011099667,20.303296,6.42,21.83,-20.29,9.39,0.487
18724,4.011337733,12.490347,8.81,-8.15,-11.98,3.41,-0.099
18730,4.0123728,15.475283,8.07,-36.57,-42.29,7.65,0.97
18732,4.012539333,5.115339,9.09,-8.55,-20.59,9.98,0.718
18734,4.013139267,5.08281,5.2,17.87,-13.41,8.6,0.353
18735,4.013545933,18.194,21.99,129.49,-28.27,5.89,0.319
18736,4.0137176,10.552747,6.37,27.61,-10.97,9.15,0.51
18748,4.015783267,23.201491,3.01,15.01,-35.07,6.52,0.103
18749,4.016220533,7.850249,8.2,-8.47,-12.08,8.76,0.386
18752,4.016626467,12.214356,4.15,1.67,-8.16,10.54,0.462
18754,4.0170882,16.521171,4.85,7.67,-36.23,9.96,0.565
18761,4.018551667,4.541141,14.24,45.55,-61.93,8.77,0.53
18762,4.018605533,20.199158,6.26,31.67,-79.25,6.76,1.055
18763,4.018843733,8.459921,6.42,-19.04,-8.5,9.2,0.661
18778,4.022600067,9.333738,8.34,30.07,-23.33,9.91,0.73
18784,4.0245918,19.596514,4.69,15.08,-10.61,9.38,0.415
18787,4.025106333,19.810888,5.83,6.07,-18.5,9.34,0.559
18792,4.0262712,20.606118,1.59,13.6,-5.7,10.8,0.507
18803,4.029202867,21.659349,2.81,37.34,-17.7,8.75,1.057
18805,4.029482333,9.998017,5.77,5.59,1.13,5.67,0.005
18806,4.029516533,13.837334,11.74,-3.34,-88.8,8.28,0.543
18810,4.0306024,7.604889,3.96,-2.49,-2.61,8.65,0.129
18820,4.03312,18.786953,5.37,35.67,-16.75,10.13,0.509
18823,4.0341908,17.297379,5.37,44.48,-8.98,9.44,0.802
18825,4.0342966,11.301513,2.99,-4.94,-0.73,9.15,1.621
18826,4.034443133,6.52385,2.88,15.65,-8.73,8.45,0.991
18831,4.036889867,4.583888,6.53,50.88,-12.86,10.01,0.681
18833,4.0375768,22.422309,11.47,-68.93,-50.78,7.82,0.456
18843,4.040634133,15.133955,17.28,16.45,28.53,9.57,0.697
18849,4.0412754,18.061549,3.97,11.4,-17.02,10.03,0.486
18850,4.041449467,3.847229,4.88,3.73,-7.52,6.91,0.029
18852,4.041791133,7.246303,3.2,-0.15,-8.57,10.19,0.44
18855,4.042355867,4.464284,7.43,-11.21,-60.47,10,0.668
18856,4.042453133,6.631134,12.63,-29.86,-6.48,10.67,0.922
18864,4.0440324,15.062026,8.78,-1.24,-59.67,8.74,0.644
18887,4.049420467,8.140066,11.24,-9.51,-7.55,7.36,0.353
18890,4.049655933,11.366081,3.62,-10.5,-4.69,9.79,0.465
18893,4.049863533,9.208489,22.7,93.22,-162.79,6.91,0.466
18902,4.0518264,14.483428,5.7,22.78,-14.6,8.48,0.669
18907,4.0526056,5.989305,25.24,5.52,-1.63,3.91,0.032
18909,4.0528304,18.668745,12.03,-2.04,-10.13,9,0.647
18911,4.052940267,8.882645,5.04,9.78,6.49,6.65,1.064
18927,4.0571532,13.942681,4.07,-1.72,-8.51,9.72,0.387
18937,4.0588768,12.898888,1.59,7.63,-1.96,8.9,1.823
18946,4.060844,19.45501,23.07,119.02,-34.19,10.12,1.095
18947,4.060815067,6.79291,5.31,18.01,-11.16,9.71,0.532
18953,4.061995667,5.716625,1.73,-4.88,0.64,9.25,0.248
18955,4.06227,22.944283,6.13,19.18,-45.37,9.68,0.57
18957,4.062390133,5.435624,3.12,1.23,-5.4,5.32,-0.08
18975,4.0657234,8.197269,27.8,168.35,27.98,5.45,0.371
18976,4.0661246,21.070912,8.29,21.51,-10.62,8.02,0.28
18983,4.067237067,3.840649,5.3,-0.02,-8.54,8,0.057
18988,4.0686572,4.094987,0.38,0.29,-15.88,11.06,0.565
18995,4.069724467,23.407527,4.39,90.45,-116.79,8.2,0.657
18998,4.070273267,15.026862,3.54,-4.11,-22.96,8.01,1.147
19002,4.071866467,20.679223,1.74,1.49,-0.02,9.09,0.117
19003,4.071878333,12.507445,3.6,59.22,-17.95,7.45,1.913
19009,4.072687067,24.105993,3.42,-0.31,-13.82,5.46,0.813
19032,4.0770568,16.627413,5.52,-12.88,-4.79,9.2,0.47
19036,4.077663867,17.517598,9.37,-44.79,7.99,6.64,1.118
19038,4.078254333,22.081926,18.04,91.73,-58.52,4.36,1.064
19048,4.0813056,4.790853,5.01,3.41,-12.71,8.8,0.397
19054,4.0823684,20.85648,8.15,12.9,-51.39,8.94,0.821
19067,4.0864364,13.296744,4.78,3.63,-6.2,8.15,0.477
19072,4.0876056,23.797222,9.57,-0.79,-14.19,8.26,0.498
19075,4.088840333,22.057633,4.55,5.21,-63.94,7.94,0.726
19076,4.0889606,22.008905,59.79,172.61,-130.08,5.9,0.62
19078,4.090005733,23.168625,1.93,2.4,-15.08,8.31,1.192
19082,4.0904642,19.442162,14.56,123.06,-28.43,11.41,1.347
19085,4.091978333,14.286293,5.77,11.32,-36.71,7.3,1.22
19093,4.093543667,19.955018,10.87,13.54,2.33,8.29,0.41
19098,4.0943538,17.937707,19.81,126.34,-29.13,9.31,0.89
19103,4.094884333,10.037128,5.98,-14.18,6.31,6.72,1.034
19104,4.095036467,7.713441,5.17,1.95,-3.77,9.31,0.498
19112,4.098024467,10.973254,7.63,-4.31,-72.08,8.16,0
19117,4.098447,11.966169,29.02,216.53,17.79,10.06,1.12
19120,4.098709267,15.498995,13.98,36.52,-37.98,8.15,0.564
19125,4.1001586,4.694114,8.22,-12.46,-31.54,8.8,0.511
19146,4.1032916,20.668256,3.73,0.43,-13.36,8.32,1.579
19147,4.103625067,8.502886,15.89,23.39,109.21,7.76,0.462
19148,4.104479867,15.69812,21.41,118.53,-19.59,7.85,0.593
19157,4.106360867,14.402211,16.75,66.54,59.34,7.3,0.496
19163,4.109472733,21.956519,2.15,8.14,4.71,7.89,1.71
19170,4.110074267,3.780959,6.62,15.19,-11.27,10.01,0.626
19175,4.110385933,19.152915,12.47,29.44,64.6,7.48,0.379
19176,4.110778267,20.303093,6.43,6,-15.4,9.57,0.699
19180,4.111239267,13.157218,1.52,-11.86,-20.01,9.51,1.239
19187,4.1122982,17.663433,9.64,35.87,-25.72,8.44,0.502
19189,4.112435533,5.686827,4.4,70.32,15.57,8.51,0.587
19193,4.113283267,4.888301,8.88,-2.52,-34.88,8.9,0.473
19200,4.1151366,8.19181,5.72,-4.61,9.32,7.94,1.352
19207,4.117006867,15.335032,23.57,122.63,-18.96,10.49,1.18
19216,4.119020867,21.262891,2.34,30.68,-7.08,8.76,1.21
19217,4.119092267,10.799686,14.57,28.56,-81.94,7.97,0.48
19221,4.119623267,13.812331,4.65,7.16,-19.16,8.84,0.662
19223,4.119772667,12.268178,4.6,16.12,-23.35,7.7,0.092
19229,4.121879,13.53831,7.28,-25.06,-7.44,7.87,0.31
19257,4.127623,9.494036,18.55,-50.75,-35.61,11.49,1.165
19261,4.1283286,15.162788,21.27,127.06,-22.75,6.02,0.397
19262,4.128611267,21.262622,6.29,-5.4,-48.19,9.18,0.63
19263,4.128666533,16.518789,19.7,123.1,-25.25,9.94,1.005
19266,4.129305333,4.319688,7.27,-9.21,-5.27,9.18,0.395
19271,4.130859733,5.692708,9.27,-5.76,-80.28,9.61,0.602
19280,4.131523533,4.297323,6.51,-6.31,-6.59,8.23,0.415
19281,4.131852133,16.530612,5.82,-3.09,-13.68,7.6,0.102
19284,4.133171133,17.339897,9.46,7.66,-10.06,5.89,1.497
19299,4.137283733,22.021202,6.04,-40.39,-14.13,8.88,0.475
19308,4.139066667,19.737646,3.58,-9.44,-4.37,7.69,0.5
19313,4.139793933,8.330341,2.37,-7.52,-10.51,9.99,0.495
19316,4.140740267,12.19184,24.9,115.35,-13.05,11.28,1.327
19325,4.141915467,12.337902,31.12,154.82,-336.33,8.61,0.9
19328,4.142239333,8.444857,2.35,-13.87,-12.72,9.36,0.662
19348,4.1450236,10.099355,4.51,-20.03,-36.13,6.79,1.697
19355,4.146422467,6.781541,0.64,-1.12,8.68,9.03,0.304
19358,4.147084133,17.291657,9.37,14.44,-40.14,7.64,0.156
19359,4.1471102,10.463659,3.45,-10.34,-22.81,8.76,0.668
19361,4.1477092,23.871138,7.19,52.1,-11.03,6.97,1.143
19363,4.148196333,23.098583,4.08,17.33,-25.93,6.87,0.306
19367,4.148719267,20.385998,6.16,23.25,-51.07,9.37,0.587
19373,4.150013067,4.991099,8.15,-34.37,-7.64,10.28,0.691
19376,4.150436,13.398281,7.32,14.76,-7.3,5.94,0.052
19384,4.152169467,10.765159,2.99,28.73,-7.24,7.51,1.061
19388,4.152768667,19.609217,11.21,107.44,-31.64,5.51,1.077
19401,4.1562388,17.162141,4.32,-4.63,-18.8,9.09,0.567
19403,4.156279133,18.90674,2.31,21.65,-18.34,8.63,1.245
19411,4.157562133,6.72505,9.88,26.97,-56.72,6.74,0.098
19417,4.158077533,23.294411,4.72,-11.83,-0.1,9.81,0.528
19420,4.159164,17.499374,9.81,36.08,-22.96,9.11,0.518
19427,4.160582133,11.467403,10.76,-13.79,-43,9.14,0.624
19436,4.162133667,24.072946,8.13,3.73,-19.5,7.36,0.202
19441,4.1637084,9.305498,29.78,156.7,-2.81,10.1,1.192
19443,4.163967667,10.800453,2.84,-6.22,-26.8,8.04,1.126
19449,4.1650462,4.323643,12.14,49.01,7.02,10.09,0.565
19451,4.165640933,15.868113,6.76,27.26,-11.92,9.9,0.587
19459,4.167243733,24.092639,5.27,29.83,-16.24,9.12,0.734
19460,4.167338133,10.846234,4.54,21.64,-19.58,7.71,1.23
19464,4.168050733,24.114903,7.87,-6.84,-15.4,9.55,NA
19466,4.1685696,7.697907,5.24,22.64,-20.6,8.64,0.355
19470,4.169937133,18.474506,4.61,4.71,-6.31,8.95,1.748
19472,4.170571,17.368432,29.88,414.43,-152.23,9.07,1.07
19478,4.172198667,8.414771,5.53,7.13,1.71,8.28,0.228
19481,4.172700067,12.077616,23.85,168.24,89.45,8.11,0.741
19484,4.173097467,22.83388,7.12,32.86,-30.47,9.83,0.538
19495,4.176580533,5.61491,8.27,3.44,-21.37,8.64,0.804
19499,4.1780356,15.23704,2.82,-15.32,-6.31,8.99,1.04
19504,4.178434533,18.423253,23.22,123.92,-31.41,6.61,0.427
19516,4.180890733,3.57432,4.75,16.08,20.67,10.48,0.587
19519,4.181990733,15.946665,5.04,-10.12,-13.64,7.18,0.148
19526,4.183096267,14.277573,5.02,-22.91,-26.12,8.71,1.328
19529,4.184276867,16.646985,2.99,3.3,2.49,6.97,0.344
19532,4.184603867,8.539482,17.01,34.13,-47.82,11.74,1.316
19538,4.1849888,6.718512,6.14,54.6,-22.39,8.77,0.492
19542,4.185694933,21.885124,2.73,0.36,-3.32,9.27,0.543
19548,4.1862496,15.626237,4.24,-0.99,-8.74,7.73,0.207
19549,4.1869634,18.379925,8.13,-25.19,-122.41,9.66,0.537
19554,4.188967133,5.523047,25.89,146.86,5,5.71,0.36
19558,4.189393,22.061115,3.06,-11.48,-4.91,8.52,1.153
19575,4.194469067,5.323054,12.03,23.74,-15.09,7.83,0.461
19586,4.197592267,24.430797,9.48,31.88,-32.74,8.93,0.438
19591,4.198950533,23.636326,27.21,137.76,-54.42,9.38,1.09
19615,4.2031486,21.535805,8.42,25.64,-15.29,8.73,0.651
19616,4.203532533,20.74518,5.54,16.82,-15.61,9.31,0.587
19617,4.2035742,14.932448,10.08,55.36,-69.45,8.61,0.465
19623,4.2048024,9.127452,0.91,0.64,-8.5,9.49,0.771
19634,4.206945133,23.574572,6.19,-15.79,-25.53,7.16,1.014
19636,4.207943067,4.819855,7.53,33.91,15.65,8.94,0.563
19641,4.208709667,17.27746,11.42,49.14,-19.59,6.09,1.081
19649,4.210434333,12.456208,5.56,-5.84,-0.01,9.02,0.574
19651,4.210595933,17.834659,3.52,-2.76,-5.92,8.5,1.43
19657,4.212070067,5.030873,4.82,-1.27,-1.13,7.29,1.192
19662,4.212983467,23.520786,2.81,21.63,-14.18,7.7,1.541
19663,4.213022933,11.171307,7.22,-2.88,-36.75,8.09,0.378
19664,4.2131764,10.607032,8.29,22.3,-48.92,9.21,0.553
19665,4.2132966,20.735203,5.96,17.32,-24.14,9.17,0.479
19669,4.2136262,19.538764,7.3,-9.55,-18.03,7.79,0.456
19672,4.214234667,22.413458,3.16,-3.69,-10.57,6.14,0.171
19685,4.216874733,9.128638,8.41,-5.24,-28.65,8.85,0.408
19696,4.219711133,16.766833,11.33,147.29,-45.69,9.15,0.64
19701,4.2203088,6.600489,2.58,28.45,-39.53,9.09,1.282
19702,4.220556267,22.958784,2.83,1.23,-12.8,9.05,0.555
19709,4.2229322,13.578644,4.69,-10.3,-11.53,10.1,0.746
19714,4.223447467,3.902234,0.57,-0.75,7.32,8.1,1.754
19718,4.225346667,8.890289,10.81,3,-27.38,6.52,0.155
19719,4.2258622,7.716045,27.04,-3.99,4.45,5.29,0.366
19720,4.226269533,10.212458,6.49,26.34,-25.19,6.24,0.021
19736,4.230510267,12.753701,9.09,11.6,-16.6,6.25,1.143
19740,4.232329267,9.263824,8.78,-9.42,-30.6,4.84,0.799
19745,4.233074267,22.708071,3.43,9.37,-5.26,8.19,0.179
19749,4.2335504,5.924567,8.25,-37.75,23.83,9.69,0.677
19750,4.2336082,11.027235,4.2,23.31,-2.08,7.46,0.382
19756,4.235303867,8.182831,6.63,11.58,-7.6,9.7,0.594
19757,4.235586733,9.406708,16.56,110.12,-7.26,11.09,1.21
19763,4.2374898,18.894007,10.63,19.35,-11.38,8.14,0.374
19767,4.238414667,12.348101,27.98,341.22,-59.45,6.74,0.677
19772,4.239152133,19.579661,6.78,16.04,-50.71,8.18,0.543
19781,4.240458333,14.625035,21.91,105.61,-19.86,8.45,0.693
19785,4.240673,23.696422,2.48,-1.75,-12.96,6.77,1.133
19786,4.240904467,12.435324,22.19,117.48,-9.35,8.05,0.64
19789,4.2417834,22.451865,18.12,95.09,-34.1,7.05,0.424
19793,4.242309867,23.574945,21.69,121.09,-48.34,8.05,0.657
19796,4.242872533,10.701388,21.08,119.81,-5.22,7.11,0.514
19797,4.243198667,22.351182,12.84,425.56,-301.97,9.23,0.362
19799,4.2433984,10.011406,6.88,-6.57,-13.44,5.22,-0.085
19808,4.247759133,13.054953,22.67,114.46,-19.28,10.69,1.204
19818,4.2498174,5.177635,13.12,80.24,-45.94,9.56,0.625
19821,4.250258333,10.748136,8.03,-8.82,-12.37,7.69,0.228
19822,4.2502898,15.737725,5.32,19.75,-15.91,10.02,0.604
19825,4.250850133,7.414266,10.46,-8.18,-22.51,8.37,0.529
19829,4.2517518,24.310128,4.85,17.7,-22.3,8.86,0.306
19831,4.252379333,3.957399,6.93,24.63,-13.3,7.7,0.09
19834,4.252892067,14.39847,31.94,118.87,-11.92,11.56,1.363
19847,4.254837867,18.625422,9.15,-11.21,17.14,9.3,0.497
19850,4.255216067,8.429256,4.41,6.22,-13.89,8.8,0.203
19853,4.2567014,24.078478,3.79,3.73,-3.24,7.9,1.894
19855,4.257163133,6.199651,47.86,-101.62,-112.85,6.94,0.68
19857,4.2575204,4.00938,8.03,11.86,-0.63,7.35,0.167
19859,4.2580002,6.186858,47.2,-109.37,-108.35,6.32,0.57
19860,4.2589048,8.892357,7.5,20.39,-21.75,4.27,-0.054
19862,4.2593564,15.70626,31.11,112.78,-25.84,10.96,0.924
19870,4.261788333,20.819794,19.48,111.21,-36.57,7.83,0.705
19877,4.2628566,15.400695,22.51,114.38,-22.07,6.31,0.4
19886,4.265882933,12.099401,0.94,30.56,-20.18,10.73,0.457
19896,4.267742467,7.561274,5.97,35.38,-0.73,8.89,0.524
19911,4.271248267,7.159467,28.69,-90.8,-42.66,7.5,0.661
19912,4.2718264,8.71943,26.49,-85.23,-314.09,9.84,1.148
19934,4.2759662,21.907469,19.48,105.61,-37.59,9.14,0.813
19946,4.277962133,3.698898,12.89,7.42,-3.78,9.91,0.783
19960,4.280191467,16.214385,8.13,-23.64,-25.09,6.57,1.101
19961,4.280235467,5.618486,13.31,66.16,-75.73,12.19,1.391
19970,4.281875467,11.483984,5.44,-9.92,-2.81,9.44,0.53
19971,4.281944067,4.542699,15.44,170.16,4.61,7.84,0.644
19974,4.283446133,11.189837,4.99,4.54,-9.01,10.85,0.437
19975,4.283673,19.675685,10.42,3.48,-103.1,7.12,0.444
19977,4.284178,6.347413,2.35,-7.94,-20.83,8.86,0.404
19981,4.2852426,22.673317,30.56,117.96,-42.19,9.77,1.23
19985,4.286503,5.024567,2.57,-11.34,-16.48,6.91,0.647
19990,4.287683533,20.578591,34.87,-40.88,-61.45,4.93,0.259
19997,4.288717467,20.512533,4.07,23.78,-20.82,8.44,1.307
20011,4.290965333,16.590655,6.24,-24.14,11.43,8.36,0.505
20012,4.291099667,23.468456,28.68,488.16,-289.14,11.36,1.24
20014,4.292300933,7.947048,7.62,29.91,6.25,10.59,0.666
20018,4.293940867,19.560909,4.19,12.58,-18.16,7.61,1.288
20019,4.2941504,16.947859,21.4,113.07,-21.39,8.32,0.756
20025,4.2952848,13.836592,5.8,65.11,43.63,6.9,0.993
20038,4.2975762,22.354064,6.68,2.8,-15.64,8.18,0.579
20041,4.298208333,17.399308,12.74,-4.62,-14.49,8.76,0.586
20056,4.3005108,18.256805,21.84,115.65,-31.23,7.53,0.681
20062,4.302161933,9.728334,0.66,13.09,-8.98,8.78,1.105
20068,4.303165467,9.155522,6.13,11.7,-12.68,10.25,1.22
20071,4.304039133,22.80684,7.19,-9.8,-26.31,7.56,0.549
20082,4.305353733,16.088341,20.01,121.88,-19.72,9.57,0.98
20084,4.305757867,20.360547,25.45,-51.18,27.58,10.46,1.285
20086,4.3061092,17.421641,19.57,120.57,-40.55,10.01,1.097
20087,4.306445067,21.579297,18.25,96.42,-33.92,5.64,0.277
20089,4.3068444,9.487162,6.2,-2.22,-16.17,6.54,0.165
20098,4.308790067,12.566682,3.99,-8.74,-8.19,8.36,1.135
20099,4.308959067,4.951935,1.03,18.6,16.31,7.85,1.471
20104,4.309605067,5.717944,11.13,18.8,27.68,8.3,0.493
20111,4.311618533,4.750694,4.17,16.37,-18.45,8.79,0.425
20128,4.3158032,7.271016,4.44,18.6,-12.08,9.3,0.392
20130,4.3161042,19.906701,23.53,113.95,-36.39,8.62,0.745
20136,4.316996933,21.299337,9.99,37.36,-40.48,8.2,0.45
20139,4.3178248,24.027949,5.98,17.27,-13.8,7.86,0.982
20146,4.318891067,17.524749,21.24,112.8,-29.89,8.47,0.721
20150,4.319179667,13.720609,12.47,11,-10.77,7.75,0.458
20151,4.3197566,7.688657,8.78,2.64,11.72,10.42,0.588
20165,4.3218834,9.299031,2.73,-1.56,-7.95,7.75,1.013
20169,4.322761,7.161677,6.27,4.52,71.69,10.74,0.656
20171,4.323915933,21.142307,12.2,29.49,-42.73,5.5,-0.069
20174,4.324600733,11.966178,7.98,-3.89,0.78,7.59,0.508
20175,4.325044067,19.947814,3.88,7.73,-6.33,7.87,0.206
20181,4.3260278,21.065143,7.72,2.28,-15.94,8.6,0.627
20182,4.326113933,14.692331,0.71,3.67,8.9,8.77,0.564
20186,4.326862667,21.773491,10.32,29.77,-41.39,5.34,-0.107
20187,4.326909333,12.624322,20.13,168.47,-19.23,9.81,0.924
20188,4.3270602,10.121437,5.59,-16.92,-40.9,6.31,1.428
20189,4.327291267,9.32921,4.14,-9.21,-20.12,9.53,0.571
20197,4.3290598,14.27367,12.93,80.17,-217.4,7.51,0.991
20203,4.32971,4.77892,6.59,-4.19,-12.2,10.44,0.422
20204,4.329806267,13.085841,4.69,-16.14,-11.29,7.46,1.52
20205,4.329889933,15.627642,21.17,115.29,-23.86,3.65,0.981
20209,4.3310306,23.757861,2.56,9.59,-13.09,8.9,0.573
20215,4.331905067,16.522588,23.27,121.27,-36.65,6.85,0.509
20216,4.331905733,10.618996,2.45,5.85,-16.24,9.27,0.596
20219,4.3326956,14.035201,22.31,115.42,-19.91,5.58,0.283
20226,4.3344576,23.598785,4.91,140.66,-35.19,7.19,1.113
20237,4.336935333,19.23348,22.27,115.67,-34.02,7.46,0.56
20244,4.337952333,7.85369,3.04,-4.27,-7.24,7.95,0.159
20253,4.340164533,12.39703,8.17,-17.81,-0.75,9.29,0.467
20255,4.3403082,18.742608,21.12,119.59,-48.17,6.11,0.404
20261,4.3434196,15.095453,21.2,108.79,-20.67,5.26,0.225
20268,4.344790467,6.130798,7.62,-13.06,-44.79,5.76,0.914
20270,4.345107667,22.949707,2.93,7.58,12.86,9.51,0.404
20273,4.345557267,8.408993,10.81,39.69,-143.91,8.95,0.83
20278,4.346413133,22.231324,4.82,6.72,-10.46,9.6,0.287
20281,4.3469658,9.224818,10.17,58.54,11.78,6.52,0.148
20284,4.347978,13.864427,21.8,105.29,-17.97,6.15,0.456
20290,4.3485576,15.933871,3.63,-5.53,-27.68,9.44,0.587
20318,4.352465733,10.537737,8.94,-15.95,-3.79,8.14,0.28
20319,4.352837133,6.103544,11.64,669.26,-30.2,11.86,1.18
20321,4.3534674,4.465394,1.42,0.17,-18.09,8.86,1.123
20336,4.356651,18.266323,1.67,4.01,-4.56,8.04,0.41
20343,4.358453267,4.15688,6.33,16.11,-4.28,10.28,0.501
20349,4.358791467,21.039877,19.55,105.2,-36,6.79,0.434
20350,4.358963533,18.417582,19.83,111.05,-31.69,6.8,0.441
20352,4.359133333,16.802954,6.46,39.1,-105.18,9.17,0.554
20356,4.3594912,6.974278,4.59,-0.8,-10.58,8.32,0.265
20357,4.3596654,14.409789,19.46,105.19,-19.11,6.6,0.412
20361,4.360566667,5.389186,6.31,3.5,4.17,9.1,0.1
20366,4.3615746,10.771671,17.53,-30.55,-11.81,8.69,0.603
20369,4.3618134,19.468545,11.96,-38.01,5.24,8.37,0.445
20371,4.362594867,13.584932,7.87,-4.75,-0.72,7.37,0.172
20389,4.366348133,15.784935,4.49,-5.38,-12.32,8.89,1.408
20390,4.3665096,19.535119,5.66,15.45,-12.48,9.81,1.116
20391,4.366503867,22.256316,2.41,8.94,-1.38,9.39,1.717
20393,4.3666046,11.573007,4.61,5.85,-7.17,9.72,0.561
20397,4.366929533,12.509087,19.15,29.73,66.31,9.27,0.689
20400,4.367643933,14.077198,21.87,114.04,-21.4,5.72,0.315
20410,4.370338267,4.337138,12.45,72.02,-192.55,11.94,1.344
20412,4.372,22.662404,2.13,5.32,-36.23,8.79,1.046
20417,4.372980533,20.821416,1.86,-1.99,-1.04,5.91,1.66
20419,4.373802667,11.305714,19.17,115.03,-6.69,9.79,1.183
20424,4.375035667,3.409683,5.28,15.51,-19.28,8.77,0.289
20425,4.375833533,5.694206,3.81,20.29,-21.75,9.19,0.474
20440,4.378936467,15.056091,21.45,111.98,-19.88,6.97,0.518
20441,4.3791056,16.79104,26.96,173.3,4.67,7.86,0.677
20447,4.380821867,9.771325,7.6,14.13,-56.33,8.11,0.457
20455,4.382248133,17.542514,21.29,107.75,-28.84,3.77,0.983
20457,4.383032267,9.40318,10.59,-61.82,65.87,8.03,0.777
20458,4.383245267,9.249024,4.62,19.22,-7.12,8.06,0.268
20472,4.388013267,11.377922,13.23,25.85,-35.07,6.64,NA
