"","RA_J2000","DE_J2000","Plx","pmRA","pmDE","Vmag","B-V"
"13600",-1.78120215569005,0.648169152984558,0.998961362572095,1.27581526752518,0.223796576215038,0.326741796700547,0.151141793610129
"13601",-1.7808586939753,0.391212064852661,2.9270240360453,2.4268063601855,-0.246541976729293,-0.616242937433042,0.24891595694858
"13603",-1.78059959127821,-0.935615219251794,0.248000321281141,-0.294363112691202,0.642596856465997,0.525963923630179,-0.196499676037697
"13611",-1.77908495010057,-0.558969838432384,-0.0837734720934339,-0.655980763182714,0.0747086506489591,-0.377176385117485,-0.613669439615089
"13627",-1.77686574946188,1.46692472986365,-0.676794294382719,-0.0903256083042842,0.252536417288017,0.413071385036721,2.45209377084168
"13631",-1.77629764879507,0.791395052094159,0.84698115183464,3.48528438491186,-1.61859304333834,0.931048915053763,0.444464283625483
"13632",-1.77634651529919,-1.23286264414428,-0.401640579518176,-0.461047294424609,0.171014752706009,0.559167611451784,-0.385529725158703
"13638",-1.77480512614034,-0.117138597456026,-0.274493736548279,-0.678473086500956,0.287217667813583,0.333382534264868,-0.181290361740605
"13641",-1.77448187237843,-1.36452083775569,-0.3261471415048,-0.497731202693648,0.375371603412432,0.871282276974873,-0.498513202794246
"13643",-1.77385902653031,0.131020851371772,-0.261580385309149,-0.4800586629436,0.14061684387882,-0.343972697295879,-0.939583317409926
"13650",-1.77235173369915,-1.07470176915355,-0.628120893558306,-0.207874774217482,0.476237391793561,0.506041710937215,-0.457230778273567
"13654",-1.77133891110301,0.71960146369757,-0.0748334596971131,-0.409368503943408,0.200169110717541,-1.71196463554602,1.77636566421372
"13669",-1.76713837580137,-0.245620957263801,-0.532760761330883,-0.0359691602851972,0.566878429023726,1.4490264450708,0.444464283625483
"13671",-1.76654080826514,-1.25430207967774,-0.417533934889414,-0.0620763212795863,0.538000415637896,-0.702572525769216,0.991999598320809
"13674",-1.76556487436837,-0.970545007048045,1.09034815595671,2.19304685712805,-0.229961299187189,1.05722292877586,0.913780267650048
"13678",-1.76414708439741,0.00214003069410934,1.41119526751356,-1.40451992789876,-0.593354481984954,0.459556547986968,0.381454267251814
"13679",-1.76360110225352,-0.89601236550796,1.35358185429282,0.633712989940105,-0.814153837920629,-1.57250914669527,-0.339901782267425
"13682",-1.76351424479805,-1.5995903436545,-0.0847668068041362,-0.238132304395594,0.333919909557174,-0.423661548067732,-1.28505202787245
"13687",-1.76246130023012,-1.28292452742069,0.0642333998012118,-0.143610993308217,0.237751979812975,0.439634335294005,-0.0552703289932677
"13690",-1.7619352321052,-0.746723658565947,-0.431440620839246,-0.564003226756328,0.318444610517878,1.00409702826129,-0.148698973961121
"13702",-1.75980898804955,0.669506294162669,1.92772931707876,3.46399700748567,-2.61757886525007,-1.83149791170379,-0.355111096564518
"13706",-1.75874671108157,-0.612781540506348,-0.491040703481385,-0.00972811641391388,0.313608579568098,0.260334421057337,0.833388177793988
"13723",-1.75371287328844,1.22237675889569,-0.215886988616843,-0.142941578923745,0.21122289574561,0.28689737131462,-0.628878753912181
"13748",-1.74984830438811,-0.555129740806937,0.422827230364749,0.965742524637976,-1.58667523906979,1.51543382071401,0.170696626277819
"13750",-1.74925272090544,-0.606912767205116,1.67144896171757,-1.12738237272755,-0.644616410052623,-0.29084679678131,-0.0661341249197623
"13752",-1.74897664352797,0.542266891958394,-0.397667240675367,-0.041190592484075,0.117818412258428,0.266975158621658,-1.12209508897503
"13756",-1.74804538757784,-1.52610224114294,-0.295353765473028,-0.0231164041033442,0.743877161785679,-1.45297587053749,2.14790748489983
"13757",-1.74781913198954,-1.01423979737788,0.262900341941676,0.369829839581435,0.255714380483587,0.306819584007584,-0.23126382300248
"13759",-1.74710163943867,-0.502710216197691,-0.525807418355967,-0.27347738389569,0.412954472507867,0.990815553132652,-0.509376998720741
"13762",-1.7465100240631,-1.65962511471759,-0.324160472083395,0.0163790445804752,0.150703422716933,-0.496709661275263,-0.47026733338536
"13786",-1.74067374683373,0.388698871150899,-0.162246914238917,0.717657553752833,-0.143879948281103,-0.954920553213416,1.22883034951839
"13787",-1.74053530398594,-0.994009708445446,-0.102646831596778,0.191899496188906,-0.255385004751748,0.406430647472399,-0.461576296644165
"13801",-1.7363533600009,1.6338760997908,0.762547701424943,-0.63656774603304,-0.865415765988299,1.01737850338994,0.303234936581053
"13810",-1.73483320756338,0.0276374670671116,-0.0778134638292199,-0.561057803464653,0.46642715758115,0.618934249530673,-0.622360476356284
"13813",-1.73458902200967,-1.11719013557822,0.202306924588834,-0.973550947176,-0.0202157282795824,0.479478760679932,-0.0444065330667731
"13824",-1.73266110982566,0.635453639870548,-0.370847203486405,0.0266880261013365,0.266353648573103,-0.868590964877242,1.33746830878334
"13834",-1.72947670387606,1.0990799110442,2.2426164203714,2.84224492718852,-0.0309931686819495,-1.68540168528873,-0.476785610941257
"13846",-1.72636820634566,0.339899105373115,-0.598320852237236,-0.127411165204006,-0.0595948374420777,0.0810345068206687,1.10498307595635
"13855",-1.72379724036069,0.865353708640334,0.470507296478461,0.348676345032135,-0.42906760200528,0.293538108878941,0.0381583159745857
"13867",-1.72005421311124,1.6617076335577,-0.393693901832558,-0.178822189931418,0.341519386763972,-0.616242937433042,1.15930205558883
"13870",-1.71922708323081,0.613293597433843,-0.310253786133563,-0.0979569322872594,0.354231239546251,0.167364095156842,-0.874400541850959
"13871",-1.71913368574698,0.203725184274964,-0.00132669110514131,-0.276021158556682,0.264833753131744,0.413071385036721,-0.51154975790604
"13878",-1.71710605650117,-0.04796309506843,-0.216880323327545,0.110230941283381,-0.71149180947244,-0.709213263333537,0.896398194167657
"13890",-1.7152023203771,1.31597917910895,-0.485080695217171,-0.258348618806634,0.330189257110201,-0.0717024571587157,-0.778799137697806
"13892",-1.71482564413624,1.25317012017996,-0.17218026134594,0.240900629132221,0.166455066381931,-1.09437604206416,-0.867882264295062
"13893",-1.71437827680219,0.921660256380895,-0.410580591914497,-0.240274430425903,0.319549989020685,-0.0384987693371112,1.03545478202679
"13913",-1.70952116674204,0.988846214742926,0.209260267563751,0.393527108791726,0.0484559112072955,-0.66272810038329,-0.518068035461936
"13914",-1.70880815668252,1.20814452899862,0.230120296488499,-0.475774410882982,0.315681164260861,-2.46236798031429,-1.27418823194596
"13918",-1.70731769156482,-0.599076532469315,-0.462233996871018,-0.341489885357996,0.359343615121733,-0.304128271909953,-0.268200729152561
"13921",-1.70646109481498,-0.308009797475888,-0.102646831596778,-0.68356063582294,0.778972929249797,1.24980431814117,-0.161735529072914
"13923",-1.70582715296366,-1.17682839423534,-0.0182133811870808,0.0420845569441813,-0.158802558068996,-0.722494738462179,-1.37848067284031
"13932",-1.70330431864817,-1.22756103621326,0.119860143600542,-0.259018033191106,-0.00667484162019798,0.6587786749166,-0.352938337379219
"13937",-1.70243728724631,-1.68578762677236,-0.408593922493093,-0.248173520162667,0.36376512913296,0.266975158621658,-0.770108100956611
"13940",-1.70199315318471,-1.33377537620924,0.0632400650905095,-1.09069846445851,-0.785275824534799,2.49826298023353,1.25273070055668
"13950",-1.7002429975022,-0.692418183262427,-0.261580385309149,0.282538203846349,0.705465258813139,0.0943159819493105,1.0137271901738
"13954",-1.69956886019559,-0.810636847044744,-0.113573513414504,-0.177751126916264,0.20003093840469,-2.40924207979973,-1.61531142403789
"13966",-1.69727904194717,-0.312077865378972,-0.265553724151959,-0.210954080386051,-0.0294732732405901,0.731826788124131,0.196769736501406
"13967",-1.6970979052063,-1.03482077218636,-0.154300236553299,0.128037363910324,0.385181837624844,0.406430647472399,-0.35076557819392
"13974",-1.69414732364187,-1.10370465447521,0.184426899796193,0.20943815306206,-0.886832474480182,0.864641539410553,0.0207762424921943
"13976",-1.69347237801716,-0.998600776536757,3.36011796991151,4.1141322576844,0.677968968555818,-0.244361633831064,0.633494332746488
"13977",-1.69339132575543,-0.766562268624174,0.909561238608886,1.31343635593248,2.33603672276615,1.12363030441907,0.446637042810781
"13982",-1.69275745738756,-0.526705224522986,0.424813899786154,1.5714286597078,-0.658848158276262,-0.549835561789832,-0.346420059823322
"14021",-1.68468742979345,0.666560054356592,-0.10364016630748,-0.336134570282224,0.0436198802575154,-1.06117235424255,-1.27853375031656
"14023",-1.6832813236934,-1.28497447382751,2.18897634599348,9.04544026233226,-1.77514227379837,-0.151391307930569,0.442291524440184
"14024",-1.68319365791982,1.44984644367995,-0.193040290270689,-0.295300292829462,0.560798847258288,-0.802183589234032,1.0072089126179
"14036",-1.68081837840177,-0.491896890977215,-0.143373554735573,0.786607235353399,-0.0688523824030854,-1.59907209695256,2.08272470934086
"14037",-1.68022727741046,-0.148572678623175,-0.422500608442925,0.0613636912169609,0.258201482114902,0.127519669770915,1.55039870894263
"14039",-1.67929829944773,-0.59355409862834,-0.546667447280715,-0.150037371399143,0.358652753557478,-0.430302285632053,1.59168113346331
"14048",-1.67796464804403,0.183697573217328,0.511234019617256,-1.30330447296667,-0.619469049113766,-0.682650313076253,-0.176944843370007
"14054",-1.67664121084195,-1.39833058354685,0.283760370866425,2.2365587921187,-0.907834666033513,-0.118187620108963,0.607421222522901
"14062",-1.6726098344764,0.89352378801185,-0.15926691010681,-0.135444137817664,0.023170377955588,0.0677530316920257,-0.263855210781963
"14069",-1.67066524154587,0.175753361106435,-0.458260658028209,0.222023143490124,-0.294764113914243,-0.370535647553163,0.0468493527157813
"14071",-1.67019685794088,-1.44568978500612,-0.707587670414491,-0.0114685938135398,0.0709779982019858,1.72129668520797,-0.120453104552235
"14075",-1.6690164195614,-1.24226073507708,0.629440850190832,0.184803703713508,-0.834603340222557,0.320101059136226,0.231533883466189
"14089",-1.66353256902948,0.392227214550517,-0.808907810906128,-0.00236455818472722,0.14393297938724,0.160723357592521,0.968099247282521
"14096",-1.66069346188125,-0.933004602354461,-0.756261071238905,-0.177349478285581,0.276716572036918,0.592371299273389,1.90673121533165
"14098",-1.66047286451974,0.425122481279247,0.347333792351373,2.15622906598212,-0.412486924463177,-0.0650617195943948,-0.283410043449654
"14104",-1.65994855999799,-1.39050181792271,-0.219860327459652,0.27758453740126,0.678521657807221,-1.3932092324586,0.883361639055863
"14111",-1.65871653622618,-0.107244297713776,-0.203966972088415,0.822889494991755,-0.147748773040927,0.685341625173883,-0.45071250071767
"14126",-1.65431759556943,-0.981375868443723,-0.286413753076707,0.0850609604272525,0.359896304373136,1.11034882929043,-0.27037348833786
"14129",-1.65343226678482,1.54706342682091,-0.0609267737472805,-0.206000413940962,0.313608579568098,0.114238194642273,-0.998247815412997
"14132",-1.65282206009265,0.719202515711704,0.308593738633983,1.23578428733378,-0.452004205938523,0.838078589153268,0.0446765935304824
"14135",-1.6524566268219,-1.59288519221929,0.594674135316251,-0.459306817024983,-0.682061106835206,-3.85028213125739,2.16311679919692
"14140",-1.65155527864196,0.842005427961641,-0.296347100183731,-0.281912005140031,0.309048893244019,1.02401924095426,1.04414581876798
"14141",-1.65145196089038,0.737807585742002,-0.498987381167004,-0.151108434414298,0.29467897270753,0.672060150045241,1.25707621892728
"14143",-1.65069735918976,-1.55015700236151,-0.150326897710489,-0.0776067349993254,0.48411321362606,-1.80493496144651,-1.61096590566729
"14152",-1.64919998662635,1.37588648815783,0.494347329535317,1.0520969802348,-0.0318222025590547,-0.277565321652669,-0.279064525079056
"14169",-1.64459470440026,-1.10950328307563,-0.423493943153627,-0.273745149649479,0.443628725960758,1.04394145364722,-0.342074541452724
"14172",-1.64394878474417,-0.468785511035753,-0.400647244807474,-0.356484767570158,0.27547302122126,-0.15803204549489,-0.229091063817181
"14174",-1.64346702714857,-1.66741864561933,-0.217873658038247,0.33327981418929,0.502351958922374,0.612293511966352,-0.0509248106226699
"14175",-1.64333593264725,-0.250996119707471,1.042668089843,2.32545702237652,0.601559679549292,1.24316358057685,1.62427252124279
"14176",-1.64269743482111,-0.881353097270304,-0.274493736548279,-0.196628612558361,0.0105966974861596,-0.0916246698516796,1.71118288865475
"14183",-1.64119175862618,0.595212177079742,-0.427467281996437,-0.265846059912715,0.294126283456126,0.419712122601042,-0.400739039455795
"14201",-1.63665856367912,0.958251921521603,-0.462233996871018,-0.0567210062038141,0.270222473332927,0.452915810422647,-0.494167684423648
"14203",-1.6362909993879,1.04508830080242,-0.558587463809143,-0.115629472037307,0.344697349959541,-0.251002371395384,2.08707022771146
"14211",-1.6350265694081,1.37529171954887,1.44993532123095,0.055205078879823,0.967025447039819,1.62168562174315,1.09846479840046
"14214",-1.63416365308028,-0.483143416855108,-0.582427496865999,-0.365187154568288,0.211775584997013,-0.051780244465753,1.68076426006056
"14228",-1.63059735356382,-1.24590322598751,0.43176724276107,-0.458637402640511,-0.349618522116035,-1.07445382937119,-0.635397031468078
"14230",-1.63044730032857,1.48759500926807,2.06480950715569,1.19495000988102,0.454129821737423,-0.828746539491316,-0.022678941213784
"14236",-1.62901856132135,0.0926947286059038,-0.21489365390614,-0.588503793227985,-0.0655362468946648,-0.317409747038595,0.902916471723554
"14258",-1.62366257201828,-1.26106763349421,2.27638980053528,2.80194618124334,1.07521436800204,-0.941639078084774,-0.179117602555306
"14261",-1.62245068271585,-1.40575114598155,0.433753912182475,-0.185917982406816,-2.22724208144638,2.12638167663155,1.44610626804828
"14266",-1.62157174699269,-1.0745994747982,-0.184100277874368,-0.175475118009061,0.404387789111113,-0.171313520623532,-0.622360476356284
"14274",-1.62052504851926,-0.68756634575097,-0.454287319185399,-0.426103863555196,0.243002527701308,0.652137937352279,-0.491994925238349
"14292",-1.61619554973679,1.22965281025695,-0.606267529922854,-0.231973692058457,0.320931712149193,-0.695931788204895,0.965926488097222
"14298",-1.61465732036692,-0.448746046822657,0.00562665186977496,-0.292622635291576,-0.292553356908629,0.300178846443262,-0.179117602555306
"14310",-1.60997230858147,1.27042230676775,-0.657920934879375,-0.478452068420868,0.305041896171344,0.0743937692563466,1.72204668458124
"14318",-1.60840556762724,0.31763059844534,-0.363893860511488,-0.46077952867082,-0.864172215172641,-1.30687964412243,1.66338218657817
"14319",-1.60830629146623,-0.790989511193823,-0.370847203486405,-0.0192338006734094,0.213986342002627,0.0743937692563466,1.04414581876798
"14329",-1.60565155433132,-0.0166222154250441,-0.333100484479716,0.0584182679252862,0.228770779477669,-0.649446625254647,0.67043123889657
"14334",-1.60547056455737,-0.939520915162259,-0.105626835728885,-0.205732648187173,0.569918219906445,1.09706735416179,-0.0748251616609577
"14343",-1.6031310714867,-0.201314024521793,-0.499980715877706,0.155081705042973,0.098612460772158,0.266975158621658,1.2157937944066
"14352",-1.60090371418341,-1.60791288250819,-0.121520191100122,-0.529595327394492,0.133846400549128,1.05058219121154,-0.144353455590523
"14360",-1.59712879511022,-0.583139396649745,-0.396673905964665,-0.375763901842938,0.358238236618926,0.891204489667836,0.603075704152303
"14362",-1.59683361203189,-1.64533264481126,-0.521834079513157,-0.262498987990358,0.41502705720063,1.03065997851858,-0.509376998720741
"14378",-1.59320823180967,1.13701666577177,-0.104633501018183,0.0663173576620501,0.0242757564583948,-0.403739335374768,-0.726652917250632
"14384",-1.59227131763274,-1.25096939452923,-0.126486864653634,-0.0577920692189686,0.0570225946040489,0.931048915053763,-0.176944843370007
"14390",-1.59069737529896,-1.26364317804113,-0.579447492733892,0.118397796773934,0.345664556149497,-0.436943023196374,1.53084387627494
"14391",-1.59034862277475,0.778121304069524,-0.602294191080045,-0.216041629708035,0.36528502457432,1.08378587903315,0.852943010461678
"14394",-1.58992175732738,1.49288232846373,-0.523820748934562,-0.451273844411325,0.320931712149193,-0.443583760760695,2.18701715023521
"14403",-1.58797488640945,0.694945438990321,-0.348000505140251,-0.364919388814499,0.395959278027211,0.114238194642273,-0.639742549838676
"14404",-1.58786855583581,0.0597174640209006,-0.515874071248943,-0.312437301071933,0.0060370111620812,0.399789909908078,-0.239954859743675
"14421",-1.5807133238957,-1.47372071157996,-0.399653910096772,-0.361973965522825,0.0693199304477755,0.0677530316920257,0.920298545205945
"14433",-1.57886565565532,-0.362827718788114,-0.496007377034897,-0.0635490329254236,0.274782159657006,-0.808824326798353,2.57594104440372
"14436",-1.57763120692918,-0.502407392431455,-0.527794087777371,-0.505496409553517,0.133017366672022,1.07714514146883,0.852943010461678
"14437",-1.57727429774037,-1.39985964060135,-0.565540806784059,0.0537323672339857,0.288599390942092,0.884563752103515,-0.465921815014763
"14438",-1.57720588463458,-1.6382853755876,-0.687720976200445,-0.10264283297856,0.469881465402421,-0.377176385117485,-1.02432092563658
"14439",-1.57685639727573,-0.115703391413264,0.136746833682481,-0.345506371664825,-0.459880027771022,-1.79165348631787,0.983308561579613
"14451",-1.57409591743489,1.67593401806303,-0.629114228269008,-0.374425073073995,0.397755518094272,0.227130733235731,0.920298545205945
"14454",-1.57390463997586,-1.34359839464673,-0.492034038192088,-0.339883290835265,0.311674167188186,-0.264283846524026,0.731268496084939
"14477",-1.56873867891291,-1.33953519790343,-0.100660162175373,0.45618429517826,-0.351691106808798,-0.0849839322873576,-0.472440092570659
"14481",-1.56804249656685,1.13045748675792,-0.570507480337571,0.0714049069840336,-0.0359673719445805,0.100956719513631,-0.0118151452872894
"14484",-1.56610870570566,0.930137535743556,-0.503954054720515,-0.453282087564739,0.503042820486628,1.17675620493364,0.705195385861353
"14493",-1.56256739056725,0.887233009901801,-0.501967385299111,-0.0361030431620915,-0.15617728412483,-0.0185765566441473,0.872497843129369
"14496",-1.561218160669,-1.44185942970023,-0.751294397685393,-0.3742911901971,0.483007835123253,0.0411900814347421,1.78722946014021
"14497",-1.56058319004917,0.211612241444454,-0.417533934889414,-0.151510083044981,0.0836898509842651,-0.204517208445137,1.96756847252002
"14500",-1.56037897950033,0.353595020578561,-0.0599334390365782,-0.291551572276421,0.534684280129475,0.864641539410553,0.431427728513689
"14504",-1.55978545355467,-0.893731850871622,-0.379787215882725,-0.451006078657536,0.225040127030696,0.466197285551289,-0.0530975698079688
"14514",-1.5578771614558,0.646266965091023,-0.448327310921185,-0.616351431622,0.534684280129475,-1.46625734566614,-1.64573005263207
"14531",-1.55388869943372,1.40817107382232,-0.390713897700451,0.0364614761146206,0.0420999848161559,0.426352860165363,0.933335100317739
"14536",-1.5533544746442,-1.08041726329375,-0.185093612585071,-0.236927358503546,0.337788734316998,0.446275072858326,-0.596287366132698
"14550",-1.55020644300971,0.352898444730224,-0.473160678688744,-0.268925366081284,0.0890785711854486,0.705263837866847,1.18537516581241
"14554",-1.54974695090396,1.58931229455646,0.128800155996863,0.173155893423704,-0.284953879701832,-0.244361633831064,-0.683197733544654
"14556",-1.54850339022818,-1.07874434465379,-0.220853662170354,-0.200912864618978,0.350500587099277,-0.171313520623532,-0.889609856148051
"14567",-1.54560285090332,0.491277377488146,-0.185093612585071,-0.674590483071022,0.359758132060285,-0.0119358190798264,-0.509376998720741
"14569",-1.54540495993246,0.507825681487936,-0.265553724151959,-0.61541425148374,0.389327007010369,-0.443583760760695,-0.507204239535442
"14572",-1.54476183264803,1.42234014101426,-0.289393757208814,-0.163559541965468,0.177923368348552,0.79159342620302,-0.555004941612018
"14579",-1.54344736042866,-0.118485960250781,-0.456273988606804,0.15186851599751,0.600039784107932,-0.15803204549489,1.32660451285684
"14586",-1.54090358332569,0.79484675591326,-0.309260451422861,0.205957198262808,0.208183104862891,-1.3932092324586,2.011023656226
"14590",-1.53975312619987,-1.165242015958,-0.289393757208814,-0.0477508534518959,0.704636224936034,-0.456865235889337,0.733441255270238
"14591",-1.53966413772393,-0.50399587763525,-0.0718534555650061,-1.13006003026544,-0.0341711318775193,-0.689291050640574,-0.428984908864681
"14600",-1.53882686712535,-1.01593090168101,0.228133627067095,-0.520491291765679,0.141722222381627,-0.881872440005884,-0.772280860141909
"14601",-1.53791045483511,-0.560822340496177,-0.789041116692081,0.588058928919148,-0.810561357786507,0.97753407800401,-0.35076557819392
"14603",-1.53727695388457,-0.816907491027709,-0.682754302646933,-0.730955174243523,0.452886270921765,1.01737850338994,0.0946500547923575
"14606",-1.535621004004,-0.247065093766157,-0.0301333977155087,-0.655579114552031,0.0682145519449686,0.512682448501536,-0.485476647682453
"14607",-1.53548954208538,-0.881478935564584,-0.185093612585071,-0.346711317556874,1.41926342700069,-1.36664628220132,0.85077025127638
"14614",-1.53380118599681,0.233002965380129,1.55026212701188,0.620592468004464,-2.28665617597225,-0.324050484602916,0.0164307241215965
"14630",-1.5289385646768,-0.680040241521073,-0.857581211730542,-0.187122928298865,0.255990725109289,0.0345493438704212,2.02840572970839
"14631",-1.52870767963021,-0.168893208755496,-0.136420211760657,-0.363312794291768,0.511194986944829,-0.735776213590821,0.620457777634695
"14636",-1.52684017085433,-0.289063746261089,-0.512894067116836,-0.410037918327879,0.129286714225049,1.46230792019945,0.503128781628553
"14640",-1.52577201520916,-1.04558035227728,0.415873887389833,-0.367195397721702,0.419724915837559,-0.4767874485823,-0.420293872123485
"14649",-1.52283179481327,1.1140814594423,-0.237740352252294,0.387770145085271,0.243555216952711,-1.28031669386515,1.31791347611565
"14672",-1.51839464275479,0.889944784550536,-0.414553930757307,0.06538017752379,0.302278449914327,-0.9814835034707,-1.13295888490153
"14675",-1.51801003029973,0.833275010662487,-0.751294397685393,-0.297174653105982,0.428429771547163,0.446275072858326,0.583520871484613
"14676",-1.51786769282829,-1.41214145812307,0.496333998956721,0.649778935167422,0.0128074544917734,-0.231080158702421,-0.118280345366936
"14679",-1.5173597751192,0.487905723061407,-0.392700567121856,-0.151911731675663,0.198925559901883,0.320101059136226,-0.587596329391502
"14682",-1.51657820498698,0.545739054648566,-0.53574076546299,-0.478318185543974,-0.142221880526893,-0.397098597810447,1.98060502763182
"14683",-1.51612892708284,0.610693859460015,-0.568520810916166,-0.338008930558744,0.250878349533807,0.107597457077952,-0.772280860141909
"14689",-1.51501682832568,0.990657474320594,-0.416540600178711,-0.0312832595938966,-0.281637744193411,-0.563117036918474,1.27663105159497
"14694",-1.51346551889907,-0.021443689373882,-0.4115739266252,-0.151242317291192,0.282796153802356,0.00798639361313635,-1.02866644400718
"14702",-1.51172976597568,-1.16826814278445,0.110920131204221,1.16429083107223,-0.38416160032875,-0.118187620108963,0.274989067172167
"14705",-1.51072576139533,0.239239673616636,1.23835502785135,-1.59972116241065,-3.47673430655672,0.479478760679932,0.414045655031298
"14711",-1.50936139390332,-0.146624052339751,1.15590824686306,-1.91327486009711,-1.87103385891686,1.85411143649439,0.816006104311597
"14715",-1.50862097451142,1.27418349160479,0.254953664256057,0.0947005275636423,0.293435421891872,-0.536554086661189,-0.741862231547725
"14716",-1.50861950484212,-0.663053533141211,0.0721800774868304,-0.466804258131064,0.0108730421118614,1.73457816033661,0.0164307241215965
"14721",-1.50759213251995,0.721862656066787,0.865854511337984,1.89047155534693,-0.404611102630677,0.233771470800052,0.103341091533553
"14727",-1.50617191759464,1.19702399596811,-0.602294191080045,0.0569455562794489,0.340828525199717,-0.496709661275263,0.857288528832276
"14729",-1.50598372644115,-0.300278292675327,2.79391718481119,2.98094758765102,-1.7168335577753,0.691982362738205,1.12019239025344
"14731",-1.50588878580455,-1.29752452988104,4.83720668472586,-2.01837291845914,-7.21167009522834,2.31232232843254,1.88065810510807
"14735",-1.50518812096713,0.473097234962533,-0.57845415802319,-0.32823548054546,0.229737985667625,-0.423661548067732,-1.29374306461365
"14746",-1.50279932049155,-1.5655350914105,-0.00828003408005759,-0.122591381635811,0.335439804998534,0.572449086580425,-0.513722517091339
"14751",-1.50213076792828,0.33946670875677,0.172506883267765,-0.347782380572028,1.06982564780086,-0.29084679678131,-0.633224272282779
"14764",-1.49874714830544,-0.329161347466434,-0.25760704646634,0.110364824160276,0.0333951291065517,-1.57250914669527,-1.51101898314354
"14767",-1.49841074100332,1.29780910364688,-0.216880323327545,-0.691593608436598,-0.672250872622795,-0.742416951155142,0.935507859503037
"14778",-1.49557464667715,-0.632266179620665,-0.772154426610142,0.101528554285252,0.549192372978816,-0.92171686539181,2.37170168098562
"14792",-1.49191788901545,-0.634903750268773,-0.367867199354298,1.91751589647958,0.0941909467609305,0.871282276974873,-0.0661341249197623
"14802",-1.48932105685085,-1.14192312460997,-0.606267529922854,-0.193683189266686,0.51147133157053,-0.231080158702421,0.987654079950211
"14803",-1.48909333159326,-0.763711016433779,1.02280139562895,2.88656015944054,-0.586169521716709,1.97364471265217,1.33746830878334
"14804",-1.48912463554929,-1.09208352859146,-0.275487071258982,0.0244120171941333,0.21122289574561,-0.330691222167237,-0.398566280270496
"14807",-1.4884768053231,1.38392244044455,1.0456480939751,0.491529374678356,-1.38798345319025,1.46894865776377,-0.171512945406759
"14809",-1.48801591703151,1.38276521525316,1.13306154851691,0.449088502702862,-1.32248977689895,0.114238194642273,0.164178348721923
"14810",-1.48789709426884,1.16867676875265,1.0009480319935,-0.341489885357996,-0.334005050763888,0.120878932206594,0.30975321413695
"14818",-1.48654080995796,1.13688595631771,-0.585407500998106,-0.364517740183816,0.560937019571139,0.273615896185979,1.60037217020451
"14821",-1.48554305147213,-0.138338859044358,0.0632400650905095,-0.510851724629289,0.642182339527445,-1.47953882079478,0.876843361499967
"14829",-1.48318768597306,-1.34945563953649,-0.555607459677036,0.101528554285252,0.242449838449904,0.798234163767341,-0.43115766804998
"14835",-1.48172676120822,-1.49001782610717,-0.403627248939581,-0.376968847734987,0.279480018293935,-0.270924584088348,0.585693630669912
"14838",-1.48069108525452,0.946116401165229,1.05359477166072,1.76877202025001,0.290257458696302,-2.64830863211528,0.865979565573472
"14842",-1.47938028720839,-0.938680640100454,-0.514880736538241,0.0107559637509145,0.651578056801303,0.140801144899558,-1.27201547276066
"14843",-1.47918790749739,-0.447841472451774,-0.220853662170354,-0.166906613887825,-1.30881071792671,0.5326046611945,0.0946500547923575
